Index,NAME,INCHIKEY,superclass,subclass,FORMULA,ExactMass,Dot,Cos,Dot_MI,Diff,Match,entropy,jaccard,TP,FP,FN,TN,TPR,missed in QCEIMS predicted spectra
356," 2-Amino-1-phenylethanol, TMS derivative",SBRWLPCNAYZHNE-UHFFFAOYSA-N,alcohol,aliphatic, C11H19NOSi,209.12359,"573,1","543,439","519,96","53,14","503,715","0,643","0,609",30,25,9,635,"0,882352941","0,230769231"
357," Tyramine, TMS derivative",LIOPDVCDDGVTLO-UHFFFAOYSA-N,alcohol,aromatic, C11H19NOSi,209.12359,"611,501","478,39","537,373","74,127","503,062","0,659","0,701",34,20,19,626,"0,871794872","0,358490566"
358," 2-Furanacrylic acid, TMS derivative",FJSQGBCMXDWGTO-VOTSOKGWSA-N,acid,aliphatic, C10H14O3Si,210.07122,"769,851","753,692","629,784","140,067","607,893","0,676","0,475",23,14,36,626,"0,46","0,610169492"
359," Salicylic acid, TMS derivative",KYRPPPKHGUJSMB-UHFFFAOYSA-N,acid,aromatic, C10H14O3Si,210.07122,"714,911","356,858","642,008","72,903","586,739","0,542","0,5",22,25,24,628,"0,448979592","0,52173913"
360," Sesamol, TMS derivative",NFOCLLJDPTWUKX-UHFFFAOYSA-N,alcohol,aromatic, C10H14O3Si,210.07122,"850,25","522,582","700,242","150,008","680,063","0,555","0,327",23,21,24,631,"0,511111111","0,510638298"
361," 2-(Ethylsulfonyl)ethanol, TMS derivative",QJZPGBIAAXKYFX-UHFFFAOYSA-N,alcohol,aliphatic, C7H18O3SSi,210.074592,"638,456","173,658","542,521","95,936","523,71","0,434","0,551",22,20,17,640,"0,594594595","0,435897436"
362," 3,5-Dimethylthiophenol, TMS derivative",BVCJALUMWLRQCT-UHFFFAOYSA-N,thiols,aromatic, C11H18SSi,210.0898485,"882,67","889,353","680,141","202,529","724,767","0,815","0,487",33,10,36,620,"0,717391304","0,52173913"
363," 2,4-Dimethylbenzenethiol, TMS derivative",UNWFBCSJEBPLFZ-UHFFFAOYSA-N,thiols,aromatic, C11H18SSi,210.0898485,"831,368","875,178","686,112","145,256","664,262","0,802","0,623",34,21,23,621,"0,772727273","0,403508772"
364," 2,5-Dimethylbenzenethiol, TMS derivative",HATDGCWADKWNFX-UHFFFAOYSA-N,thiols,aromatic, C11H18SSi,210.0898485,"872,293","919,78","736,325","135,968","712,701","0,838","0,568",37,10,22,630,"1,15625","0,372881356"
365," 2,6-Dimethylbenzenethiol, TMS derivative",NEZGHEGFZXMEHZ-UHFFFAOYSA-N,thiols,aromatic, C11H18SSi,210.0898485,"864,05","861,199","669,465","194,584","689,506","0,804","0,56",34,24,10,631,1,"0,227272727"
366," 2-Phenylethanethiol, TMS derivative",WJJMCQMVAUKYOL-UHFFFAOYSA-N,thiols,aliphatic, C11H18SSi,210.0898485,"440,083","362,631","249,543","190,54","423,667","0,545","0,467",32,11,64,592,"0,426666667","0,666666667"
367," 2-Hydroxyphenethyl alcohol, TMS derivative B",MDBXEEQJYNUZNG-UHFFFAOYSA-N,alcohol,aliphatic, C11H18O2Si,210.107606,"634,551","419,041","373,634","260,917","518,284","0,582","0,636",36,43,16,604,"0,610169492","0,307692308"
368," 3-Methoxybenzyl alcohol, TMS derivative",NASCYJGIZMSGHM-UHFFFAOYSA-N,alcohol,aliphatic, C11H18O2Si,210.107606,"867,383","792,183","787,677","79,705","693,987","0,747","0,567",39,25,8,627,"1,181818182","0,170212766"
369," 4-Methoxybenzyl alcohol, TMS derivative",IFOZSFFJSXAKEY-UHFFFAOYSA-N,alcohol,aliphatic, C11H18O2Si,210.107606,"867,304","874,305","696,344","170,96","676,914","0,78","0,567",19,21,9,650,"0,633333333","0,321428571"
370," 2-Methoxybenzyl alcohol, TMS derivative",QZVGDXLQEIGICQ-UHFFFAOYSA-N,alcohol,aliphatic, C11H18O2Si,210.107606,"829,735","739,901","672,672","157,063","649,851","0,757","0,582",37,20,25,617,"0,822222222","0,403225806"
371," phenoxyethanol, TMS derivative",YSPNCPGGCOBEKE-UHFFFAOYSA-N,alcohol,aliphatic, C11H18O2Si,210.107606,"693,72","266,993","497,571","196,149","580,771","0,539","0,578",25,30,19,625,"0,510204082","0,431818182"
372," 2-Ethoxyphenol, TMS derivative",KWZJNXXANGALIJ-UHFFFAOYSA-N,alcohol,aromatic, C11H18O2Si,210.107606,"769,067","519,682","608,503","160,564","524,893","0,6","0,265",24,38,8,629,"0,52173913","0,25"
373," 2-Hydroxyphenethyl alcohol, TMS derivative A",UALOXNWJRICRRS-UHFFFAOYSA-N,alcohol,aromatic, C11H18O2Si,210.107606,"752,637","612,012","617,226","135,411","585,604","0,661","0,592",43,12,45,599,"0,754385965","0,511363636"
374," 2-Methoxy-5-methylphenol, TMS derivative",FLGZFLZOUDDMBN-UHFFFAOYSA-N,alcohol,aromatic, C11H18O2Si,210.107606,"807,015","560,177","710,124","96,892","647,45","0,718","0,591",28,31,7,633,"0,736842105","0,2"
375," 3-Nitrophenol, TMS derivative",FNJLHDKEJZGPPY-UHFFFAOYSA-N,alcohol,aromatic, C9H13NO3Si,211.06647,"774,55","484,38","682,567","91,984","616,467","0,632","0,56",32,17,41,609,"0,551724138","0,561643836"
376," 4-Nitrophenol, TMS derivative",OJKNCYVKEUNYAX-UHFFFAOYSA-N,alcohol,aromatic, C9H13NO3Si,211.06647,"790,554","584,495","665,063","125,491","661,95","0,678","0,531",35,24,25,615,"0,714285714","0,416666667"
377," 2-Nitrophenol, TMS derivative",KPYOWYWLPHAMOF-UHFFFAOYSA-N,alcohol,aromatic, C9H13NO3Si,211.06647,"857,813","758,632","693,739","164,074","654,371","0,699","0,63",33,18,25,623,"0,76744186","0,431034483"
378," 5-Amino-2-methoxyphenol, TMS derivative",DLAVHTHUJYFMFF-UHFFFAOYSA-N,alcohol,aromatic, C10H17NO2Si,211.102856,"829,963","553,114","747,815","82,148","664,943","0,713","0,604",31,37,11,620,"0,645833333","0,261904762"
379," 4-Methoxythiophenol, TMS derivative",XOFFEXFRCYEWGZ-UHFFFAOYSA-N,thiols,aromatic, C10H16OSSi,212.069113,"848,165","900,593","787,079","61,086","697,261","0,768","0,562",32,8,29,630,"0,864864865","0,475409836"
380," 3-Methoxythiophenol, TMS derivative",NTXJOZBRSRPSJD-UHFFFAOYSA-N,thiols,aromatic, C10H16OSSi,212.069113,"841,886","828,954","681,823","160,063","686,79","0,74","0,519",33,8,34,624,"0,785714286","0,507462687"
381," 2-Methoxythiophenol, TMS derivative",SUBNTOPXJWKCGS-UHFFFAOYSA-N,thiols,aromatic, C10H16OSSi,212.069113,"783,739","632,034","753,847","29,893","659,391","0,706","0,584",41,17,22,619,"1,051282051","0,349206349"
382," 2-(Methylthio)phenol, TMS derivative",IGKWOLQZHXQLPK-UHFFFAOYSA-N,alcohol,aromatic, C10H16OSSi,212.069113,"762,202","509,431","672,902","89,3","578,618","0,633","0,652",37,32,23,607,"0,672727273","0,383333333"
383," 4-(Methylthio)phenol, TMS derivative",MYVNRURPLFVALJ-UHFFFAOYSA-N,alcohol,aromatic, C10H16OSSi,212.069113,"838,681","783,791","781,915","56,766","662,167","0,73","0,605",37,17,36,609,"0,698113208","0,493150685"
384," 2-Furanpropanoic acid, TMS derivative",RQMGMQXANVHACS-UHFFFAOYSA-N,acid,aliphatic, C10H16O3Si,212.086871,"798,304","483,077","476,512","321,793","622,816","0,609","0,395",22,29,10,638,"0,564102564","0,3125"
386," 3,6-Nonadien-1-ol, (E,E)-, TMS derivative",VINJZMCOYRNXAZ-AVQMFFATSA-N,alcohol,aliphatic, C12H24OSi,212.159642,"376,633","267,818","323,235","53,398","370,004","0,538","0,698",44,26,16,613,"1,047619048","0,266666667"
387," 2-Methyl-5-octyn-4-ol, TMS derivative",CLOAVYAPHKGLNZ-UHFFFAOYSA-N,alcohol,aliphatic, C12H24OSi,212.159642,"198,871","121,085","386,112","187,241","263,214","0,33","0,495",13,36,14,636,"0,26","0,518518519"
388," Ethosuximide, TMS derivative",GEWZPBPBKGZIMR-UHFFFAOYSA-N,amides,aliphatic, C10H19NO2Si,213.1185055,"569,56","376,092","570,227","0,667","495,767","0,614","0,701",48,29,14,608,"1,11627907","0,225806452"
389," Tropine, TMS derivative",XNQSWMZYHCQRFV-UHFFFAOYSA-N,alcohol,aliphatic, C11H23NOSi,213.154891,"774,704","487,798","499,571","275,133","612,634","0,694","0,683",46,26,19,608,"1,022222222","0,292307692"
390," 3-Octenoic acid, TMS derivative",GAEWWZZQLZLEAZ-CMDGGOBGSA-N,acid,aliphatic, C11H22O2Si,214.1389065,"765,697","341,831","528,712","236,985","581,981","0,543","0,45",24,42,4,629,"0,52173913","0,142857143"
391," Cyclohexaneacetic acid, TMS derivative",YKJZHLWHFWFOOE-UHFFFAOYSA-N,acid,aliphatic, C11H22O2Si,214.1389065,"445,903","140,692","392,539","53,363","422,364","0,418","0,555",35,19,21,624,"0,875","0,375"
392," 2-Octenoic acid, TMS derivative",YYMCWFXIWNIWDG-MDZDMXLPSA-N,acid,aliphatic, C11H22O2Si,214.1389065,"281,381","232,526","445,145","163,764","310,007","0,51","0,642",40,21,20,618,"0,975609756","0,333333333"
393," 3-Nonen-1-ol, (Z)-, TMS derivative",ZTIQVTYRAKYNNG-KTKRTIGZSA-N,alcohol,aliphatic, C12H26OSi,214.175292,"458,069","274,284","487,968","29,899","439,287","0,555","0,701",37,34,14,614,"0,770833333","0,274509804"
394," N-Crotonylglycine, TMS derivative",YHRQPMFBFLVLRD-AATRIKPKSA-N,acid,aliphatic, C9H17NO3Si,215.09777,"412,203","514,677","367,443","44,76","395,633","0,553","0,525",26,19,30,624,"0,530612245","0,535714286"
395," N-Methacryloylglycine, TMS derivative",RDRGQWUCWBAIAJ-UHFFFAOYSA-N,acid,aliphatic, C9H17NO3Si,215.09777,"372,687","657,492","496,687",124,"345,401","0,619","0,521",34,21,26,618,"0,723404255","0,433333333"
396," 2-Naphthol, TMS derivative",HJWDNWKQENUSKL-UHFFFAOYSA-N,alcohol,aromatic, C13H16OSi,216.097042,"933,371","741,41","744,252","189,119","711,606","0,697","0,267",18,32,6,643,"0,473684211","0,25"
397," 1-Naphthalenol, TMS derivative",YDJRVQVCDFEELI-UHFFFAOYSA-N,alcohol,aromatic, C13H16OSi,216.097042,"930,85","849,555","907,033","23,817","733,763","0,812","0,533",45,9,20,625,"1,551724138","0,307692308"
398," 6-Oxoheptanoic acid, TMS derivative",FFIBJJOZVSGVBR-UHFFFAOYSA-N,acid,aliphatic, C10H20O3Si,216.118171,"421,823","397,316","256,374","165,45","390,355","0,511","0,53",32,28,27,612,"0,581818182","0,457627119"
399," 2,3,4-Trimethylpentanoic acid, TMS derivative",UOQOUWOYMBASAO-UHFFFAOYSA-N,acid,aliphatic, C11H24O2Si,216.154556,"349,086","164,503","426,184","77,098","356,329","0,32","0,317",20,48,7,624,"0,363636364","0,259259259"
406," 1-Nonanol, TMS derivative",WZNQZZJRYURJIJ-UHFFFAOYSA-N,alcohol,aliphatic, C12H28OSi,216.190942,"461,58","288,447","577,485","115,905","398,752","0,545","0,577",38,30,6,625,"1,055555556","0,136363636"
407," Indole-3-carboxaldehyde, TMS derivative",MLKQHMJPMYVWPQ-UHFFFAOYSA-N,amines,aromatic, C12H15NOSi,217.092291,"937,818","868,863","697,14","240,678","754,08","0,837","0,535",23,6,37,633,"0,534883721","0,616666667"
408," Isobutyrylglycine, TMS derivative",MYSVIHDTTMHNBZ-UHFFFAOYSA-N,acid,aliphatic, C9H19NO3Si,217.11342,"404,369","794,657","503,494","99,125","393,184","0,651","0,469",30,16,29,624,"0,666666667","0,491525424"
409," 2,5-Dimethylindole, TMS derivative",VJHNSQYVHXDHDD-UHFFFAOYSA-N,amines,aromatic, C13H19NSi,217.128676,"920,083","875,558","867,458","52,626","738,934","0,852","0,544",29,14,14,642,"1,035714286","0,325581395"
410," Methyl leucinate,  TMS derivative",CURBBCMTJOMQPX-UHFFFAOYSA-N,amines,aliphatic, C10H23NO2Si,217.149805,"379,916","197,549","550,175","170,259","386,222","0,505","0,656",47,41,5,606,"1,02173913","0,096153846"
411," 4-(2-Hydroxypropyl)morpholine, TMS derivative",UUCKLCMMGIDXLB-UHFFFAOYSA-N,alcohol,aliphatic, C10H23NO2Si,217.149805,"700,612","259,486","419,654","280,958","564,67","0,57","0,737",21,37,1,640,"0,552631579","0,045454545"
412," Methyl isoleucinate, TMS derivative",FVGHKAZJGGIEJE-UHFFFAOYSA-N,amines,aliphatic, C10H23NO2Si,217.149805,"404,773","163,979","365,056","39,717","396,8","0,46","0,67",30,44,9,616,"0,566037736","0,230769231"
414," Monoethyl succinate, TMS derivative",UXHNYNXKXHRDRI-UHFFFAOYSA-N,acid,aliphatic, C9H18O4Si,218.097436,"635,899","607,003","498,177","137,722","540,938","0,618","0,496",36,11,45,607,"0,642857143","0,555555556"
415," Monoethyl methylmalonate, TMS derivative",NPPJTURUPWYKJT-UHFFFAOYSA-N,acid,aliphatic, C9H18O4Si,218.097436,"726,836","443,576","546,979","179,857","596,459","0,582","0,487",26,16,21,636,"0,702702703","0,446808511"
416," Adipic acid, TMS derivative",NXRUXRPNYSMFBT-UHFFFAOYSA-N,acid,aliphatic, C9H18O4Si,218.097436,"250,427","406,636","304,917","54,489","287,517","0,483","0,593",34,21,29,615,"0,68","0,46031746"
417," Monomethyl glutarate, TMS derivative",PPDBCMNNWDFEBX-UHFFFAOYSA-N,acid,aliphatic, C9H18O4Si,218.097436,"549,159","575,356","580,259","31,101","487,279","0,666","0,539",44,7,38,610,"0,977777778","0,463414634"
418," Alanylglycine, TMS derivative",OIKROLCDGDKWOB-UHFFFAOYSA-N,acid,aliphatic, C8H18N2O3Si,218.108669,"676,778","821,132","71,147","605,631","555,745","0,717","0,589",12,27,9,651,"0,333333333","0,428571429"
419," 7-Methoxyheptan-1-ol, TMS derivative",CNGSHHVQMBVFJU-UHFFFAOYSA-N,alcohol,aliphatic, C11H26O2Si,218.170207,"569,045","350,282","426,725","142,32","455,71","0,512","0,437",32,33,19,615,"0,615384615","0,37254902"
420," 4-tert-Butoxybutan-1-ol, TMS derivative",GVUUBLCNKIUBCU-UHFFFAOYSA-N,alcohol,aliphatic, C11H26O2Si,218.170207,"238,165","624,548","237,171","0,994","273,569","0,611","0,471",33,26,9,631,"0,942857143","0,214285714"
421," Isatin, TMS derivative",XGWZYXSWZFNHST-UHFFFAOYSA-N,amides,aromatic, C11H13NO2Si,219.071555,"793,368","746,91","640,847","152,521","666,978","0,572","0,457",27,12,45,615,"0,473684211","0,625"
422," Phthalimide, TMS derivative",ZRAPHEBMDYQXKR-UHFFFAOYSA-N,amides,aliphatic, C11H13NO2Si,219.071555,"613,947","496,787","512,201","101,746","497,401","0,565","0,594",20,36,5,638,"0,487804878","0,2"
424," 4-Thiomorpholineethanol, TMS derivative",JOWNKGKORZZMQJ-UHFFFAOYSA-N,alcohol,aliphatic, C9H21NOSSi,219.111312,"827,981","493,015","278,005","549,976","587,498","0,615","0,392",24,38,3,634,"0,585365854","0,111111111"
425," 2-Keto-4-(methylthio)butyric acid, TMS derivative",JKECTUZIIDXPBK-UHFFFAOYSA-N,acid,aliphatic, C8H16O3SSi,220.058942,"434,578","821,18","217,96","216,618","397,871","0,626","0,459",23,23,27,626,"0,46","0,54"
427," Cinnamic acid, (E)-, TMS derivative",HEVXLPBSUCJVAQ-MDZDMXLPSA-N,acid,aliphatic, C12H16O2Si,220.091956,"740,178","596,292","661,319","78,858","620,997","0,648","0,455",24,9,38,628,"0,510638298","0,612903226"
428," Cinnamic acid, TMS derivative",HEVXLPBSUCJVAQ-MDZDMXLPSA-N,acid,aliphatic, C12H16O2Si,220.091956,"770,867","602,698","647,628","123,24","659,238","0,644","0,427",25,7,37,630,"0,568181818","0,596774194"
430," (2-Ethoxyethoxy)acetic acid, TMS derivative",LKRPHZYEHGSXSX-UHFFFAOYSA-N,acid,aliphatic, C9H20O4Si,220.113086,"447,162","710,45","246,137","201,025","422,774","0,641","0,561",21,16,20,642,"0,583333333","0,487804878"
431," 1-Phenyl-3-buten-1-ol, TMS derivative",BXBAGJFJJLLOFQ-UHFFFAOYSA-N,alcohol,aliphatic, C13H20OSi,220.128342,"464,702","357,243","429,081","35,621","426,357","0,514","0,432",27,27,16,629,"0,627906977","0,372093023"
432," 4-Phenyl-3-buten-2-ol, (E)-, TMS derivative",FVIRQYXEHTWTEN-ZHACJKMWSA-N,alcohol,aliphatic, C13H20OSi,220.128342,"862,646","411,063","653,641","209,004","684,01","0,656","0,51",32,9,28,630,"0,864864865","0,466666667"
433," 3-Phenyl-1-buten-1-ol, TMS derivative",PEIIENVTTVJCFK-ZHACJKMWSA-N,alcohol,aliphatic, C13H20OSi,220.128342,"795,955","652,088","660,097","135,858","636,04","0,716","0,567",34,36,12,617,"0,708333333","0,260869565"
436," Nornicotine, (S)-, TMS derivative",YANBKTMPGURWFR-LBPRGKRZSA-N,amines,aliphatic, C12H20N2Si,220.139575,"837,624","447,709","703,534","134,09","613,464","0,599","0,302",24,35,10,630,"0,533333333","0,294117647"
437," 4,4-Dimethoxy-2-methyl-2-butanol, TMS derivative",WXENHPAZQBDKCR-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O3Si,220.149471,"173,563","444,034","214,384","40,821","221,4","0,551","0,579",35,31,8,625,"0,897435897","0,186046512"
438," 1-(2-Methoxy-1-methylethoxy)-2-propanol, TMS derivative",YTRJTJFOEVEHJQ-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O3Si,220.149471,"160,403","369,516","160,531","0,128","230,815","0,556","0,631",28,28,6,637,"0,823529412","0,176470588"
439," 1-(2-Methoxyethoxy)-2-methyl-2-propanol, TMS derivative",PMQFUSQKXPTANQ-UHFFFAOYSA-N,alcohol,aliphatic, C10H24O3Si,220.149471,"308,204","396,544","399,459","91,255","331,808","0,589","0,578",25,35,6,633,"0,609756098","0,193548387"
440," Diethyldithione, TMS derivative",OVGUMLRVVXSFAI-UHFFFAOYSA-N,thiols,aliphatic, C8H19NS2Si,221.072818,"727,617","409,988","645,742","81,875","603,946","0,617","0,574",28,14,17,640,"0,903225806","0,377777778"
441," L-Methionine, TMS derivative",DJSOWYSMQHQIEA-UHFFFAOYSA-N,acid,aliphatic, C8H19NO2SSi,221.090576,"731,203","563,554","414,952","316,251","613,278","0,654","0,549",35,20,27,617,"0,744680851","0,435483871"
442," 3-Methyladenine, TMS derivative",RZCRYLKTHSJLBL-UHFFFAOYSA-N,amines,aromatic, C9H15N5Si,221.109672,"863,761","569,873","805,06","58,701","642,433","0,704","0,612",33,18,38,610,"0,589285714","0,535211268"
443," 6-Methyladenine, TMS derivative",AGLRUAXFXUNBPL-UHFFFAOYSA-N,amines,aromatic, C9H15N5Si,221.109672,"928,66","694,239","822,207","106,453","695,839","0,767","0,608",42,7,46,604,"0,79245283","0,522727273"
444," Cathinone, TMS derivative",VHQPJMOEFVVQOQ-UHFFFAOYSA-N,amines,aliphatic, C12H19NOSi,221.12359,"754,968","668,685","328,794","426,174","603,937","0,696","0,65",18,41,5,635,"0,391304348","0,217391304"
445," Methamphetamine, TMS derivative",NUTIXYUHENBVIH-UHFFFAOYSA-N,amines,aliphatic, C13H23NSi,221.159976,"306,458","302,874","571,747","265,289","347,564","0,562","0,736",23,53,1,622,"0,425925926","0,041666667"
446," (-)-Deoxyephedrine, TMS derivative",NUTIXYUHENBVIH-UHFFFAOYSA-N,amines,aliphatic, C13H23NSi,221.159976,"313,864","254,156","570,499","256,635","353,607","0,54","0,732",23,54,1,621,"0,418181818","0,041666667"
447," (+)-Methamphetamine,TMS derivative",NUTIXYUHENBVIH-UHFFFAOYSA-N,amines,aliphatic, C13H23NSi,221.159976,"354,274","299,383","498,721","144,447","372,588","0,555","0,763",23,60,1,615,"0,37704918","0,041666667"
448," 1,2-Benzisothiazol-3-amine, TMS derivative",LRAPRKCGMBCWBT-UHFFFAOYSA-N,amines,aromatic, C10H14N2SSi,222.064696,"858,051","428,976","699,935","158,116","667,346","0,708","0,683",40,21,20,618,"0,975609756","0,333333333"
449," Phenylglyoxylic acid, TMS derivative",IZVHGWPJDQCENH-UHFFFAOYSA-N,acid,aliphatic, C11H14O3Si,222.07122,"678,636","854,959","468,004","210,632","594,519","0,711","0,444",15,13,21,650,"0,441176471","0,583333333"
451," 6-Methoxypurine, TMS derivative",IHVKEEKMTGIJAC-UHFFFAOYSA-N,amines,aromatic, C9H14N4OSi,222.093688,"934,31","685,044","682,385","251,925","749,087","0,765","0,61",34,4,67,594,"0,478873239","0,663366337"
452," Benzenepropanoic acid, TMS derivative",GRONVOGSDOJOMG-UHFFFAOYSA-N,acid,aliphatic, C12H18O2Si,222.107606,"840,822","453,943","676,728","164,094","659,013","0,656","0,537",30,16,13,640,"1,034482759","0,302325581"
453," 3,4-Dimethylbenzoic acid, TMS derivative",GVQLTVPJABMNKV-UHFFFAOYSA-N,acid,aromatic, C12H18O2Si,222.107606,"700,293","638,195","580,893","119,4","584,391","0,647","0,538",22,12,19,646,"0,709677419","0,463414634"
454," Paroxypropione, TMS derivative",LKRFHGYECXRRCO-UHFFFAOYSA-N,alcohol,aromatic, C12H18O2Si,222.107606,"732,408","594,743","530,219","202,189","590,665","0,688","0,618",24,41,6,628,"0,510638298","0,2"
455," 2'-Hydroxypropiophenone, TMS derivative",XRJOSQBVAFAQLD-UHFFFAOYSA-N,alcohol,aromatic, C12H18O2Si,222.107606,"900,961","883,36","791,39","109,571","680,837","0,751","0,432",34,13,40,612,"0,641509434","0,540540541"
456," 2'-Hydroxy-5'-methylacetophenone, TMS derivative",LZFQRXBEWMGXCV-UHFFFAOYSA-N,alcohol,aromatic, C12H18O2Si,222.107606,"835,561","954,079","481,046","354,515","613,944","0,708","0,211",10,27,3,659,"0,333333333","0,230769231"
457," 3-Phenyl-2-butanol, TMS derivative",NSBVIINREWNFBG-UHFFFAOYSA-N,alcohol,aliphatic, C13H22OSi,222.143991,"387,134","329,152","498,431","111,297","366,527","0,505","0,496",23,52,1,623,"0,433962264","0,041666667"
458," 4-Phenyl-2-butanol, TMS derivative",PRNVGHGNJXFTHC-UHFFFAOYSA-N,alcohol,aliphatic, C13H22OSi,222.143991,"351,486","322,19","545,641","194,155","356,187","0,559","0,592",37,32,6,624,"0,973684211","0,139534884"
459," 4-tert-Butylphenol, TMS derivative",BOYZHAJSEIKQJF-UHFFFAOYSA-N,alcohol,aromatic, C13H22OSi,222.143991,"712,125","426,714","568,027","144,098","545,446","0,481","0,271",29,67,6,597,"0,397260274","0,171428571"
460," Thymol, TMS derivative",UTGMDFONUNJYQP-UHFFFAOYSA-N,alcohol,aromatic, C13H22OSi,222.143991,"847,587","473,83","677,268","170,318","595,11","0,585","0,685",32,71,7,589,"0,41025641","0,179487179"
461," Carvacrol, TMS derivative",WJJLDAJDILRAIQ-UHFFFAOYSA-N,alcohol,aromatic, C13H22OSi,222.143991,"909,588","694,106","780,438","129,15","675,799","0,728","0,764",56,34,16,593,"1,12","0,222222222"
462," 2-Phenylglycine, TMS derivative",TWWKBXLEMSYGDN-UHFFFAOYSA-N,acid,aliphatic, C11H17NO2Si,223.102856,"841,916","722,68","457,928","383,988","657,348","0,722","0,447",17,22,11,649,"0,515151515","0,392857143"
463," Paracetamol, TMS derivative",OKGLOYGZHPISAT-UHFFFAOYSA-N,alcohol,aromatic, C11H17NO2Si,223.102856,"763,465","482,176","631,144","132,32","605,141","0,634","0,667",39,21,30,609,"0,764705882","0,434782609"
464," Paredrine, TMS derivative",GOGTWYLQXDFYLB-UHFFFAOYSA-N,alcohol,aromatic, C12H21NOSi,223.139241,"424,689","718,676","409,537","15,152","428,269","0,68","0,719",21,67,5,606,"0,291666667","0,192307692"
465," 4-(Dimethylamino)benzyl alcohol, TMS derivative",WBRRXKYZKXUCEC-UHFFFAOYSA-N,alcohol,aliphatic, C12H21NOSi,223.139241,"740,599","757,075","565,303","175,296","559,75","0,671","0,417",36,23,15,625,"0,947368421","0,294117647"
466," Amantadine, TMS derivative",DGGPKXGXAMHXRO-UHFFFAOYSA-N,amines,aliphatic, C13H25NSi,223.175627,"786,131","258,426","629,455","156,675","646,299","0,514","0,706",21,73,9,596,"0,256097561","0,3"
467," 2-Adamantylamine, TMS derivative",CVDQSDFNFUHPMJ-UHFFFAOYSA-N,amines,aliphatic, C13H25NSi,223.175627,"746,009","449,623","564,116","181,893","616,121","0,633","0,776",47,42,23,587,"0,723076923","0,328571429"
468," Phenoxyacetic acid, TMS derivative",DOSHUJGCYZNXCI-UHFFFAOYSA-N,acid,aliphatic, C11H16O3Si,224.086871,"827,844","811,635","635,517","192,327","618,065","0,701","0,44",35,14,25,625,"0,897435897","0,416666667"
469," o-Anisic acid, TMS derivative",LWBFIZBQVRDUMY-UHFFFAOYSA-N,acid,aromatic, C11H16O3Si,224.086871,"848,622","713,56","660,075","188,547","672,62","0,726","0,632",24,24,13,638,"0,648648649","0,351351351"
470," p-Anisic acid, TMS derivative",AYGQUFGXOJWAHD-UHFFFAOYSA-N,acid,aromatic, C11H16O3Si,224.086871,"753,012","578,367","786,032","33,02","605,44","0,634","0,541",21,18,17,643,"0,6","0,447368421"
471," Isovanillin, TMS derivative",TYQCHITWYOTIFA-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"783,486","485,674","803,639","20,153","632,217","0,706","0,619",37,29,16,617,"0,822222222","0,301886792"
472," Vanillin, TMS derivative",PTXKWJXZIMEWED-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"799,963","516,356","762,061","37,902","630,358","0,715","0,573",39,30,16,614,"0,847826087","0,290909091"
473," m-Anisic acid, TMS derivative",PPUSJGXNIQTKKU-UHFFFAOYSA-N,acid,aromatic, C11H16O3Si,224.086871,"821,903","612,237","830,028","8,125","673,433","0,702","0,577",28,18,13,640,"0,903225806","0,317073171"
474," 2-Hydroxy-5-methoxybenzaldehyde, TMS derivative",FNSPZXDCIDFIRN-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"873,319","877,482","675,24","198,08","721,58","0,76","0,569",25,15,28,631,"0,581395349","0,528301887"
475," 2-Hydroxy-4-methoxybenzaldehyde, TMS derivative",ZVXRGSDDMVCMAC-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"886,607","839,432","612,231","274,376","693,17","0,763","0,644",30,27,22,620,"0,612244898","0,423076923"
476," Methyl salicylate, TMS derivative",WYRJFTUIUJWTAZ-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"871,082","876,652","604,688","266,393","693,808","0,743","0,541",27,16,19,637,"0,771428571","0,413043478"
477," o-Vanillin, TMS derivative",NVFQNBMOSVRDKT-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"885,652","865,111","673,207","212,446","684,856","0,782","0,642",33,24,23,619,"0,70212766","0,410714286"
478," 4-(Methoxycarbonyl)phenol, TMS derivative",UGFXQBRWNPEHCX-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"892,051","733,168","742,428","149,624","676,102","0,747","0,622",39,20,26,614,"0,847826087","0,4"
479," Methyl 3-hydroxybenzoate, TMS derivative",NEJLFAOQVKBWGF-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"868,988","641,923","738,702","130,286","682,409","0,678","0,542",35,9,43,612,"0,673076923","0,551282051"
480," 4-Hydroxy-2-methoxybenzaldehyde, TMS derivative",GGNUMNDMVWGGDT-UHFFFAOYSA-N,alcohol,aromatic, C11H16O3Si,224.086871,"861,263","720,376","874,607","13,344","655,691","0,74","0,759",66,3,55,575,"1,137931034","0,454545455"
